destination_Organization_id,id,amountUSD,budgetYear,createdAt,date,decisionDate,description,firstReportedDate,flowType,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,source_Organization_id,source_UsageYear_id,Donor,source_UsageYear_name,destination_Plan_id,destination_GlobalCluster_id,destination_Location_id,destination_iso3,destination_Project_id,destination_UsageYear_id,destination_Plan_name,Recipient.Organization,destination_GlobalCluster_name,Destination.Country,destination_Project_name,destination_UsageYear_name,report_type,report_organisation,report_channel,report_date,originalAmount,source_Location_id,source_iso3,source_Location_name,destination_Emergency_id,destination_Emergency_name,refCode,source_GlobalCluster_id,source_GlobalCluster_name,exchangeRate,source_Plan_id,source_Plan_name,grandBargainEarmarkingType,source_Emergency_id,source_Emergency_name,source_Project_id,source_Project_name,destination_Cluster_id,destination_Cluster_name,source_Cluster_id,source_Cluster_name,Recipient.Organization.Type,analysis_date,flow_date_type,emergency_boundary,plan_boundary,description_search_flag,potential_overlap_flag
1752,187404,139423,,2019-02-18T17:15:22.249Z,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z,"Inclusive Health Services to Affected Population of Earthquake and Tsunami in Sulawesi: Health & Medical Services
















:",2019-01-21T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2019-02-18,1,internal,single,2400,40,Swiss Solidarity,2019,"",7,104,IDN,,40,"",CBM International (formerly Christian Blind Mission),Health,Indonesia,"",2019,Primary,Swiss Solidarity,Email,2019-01-21T00:00:00.000Z,137053,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,291.005 / P3872,"","",0.983,"","",earmarked,"","",,"","","","","",NGO,2019-01-25,approved date,Incoming,,FALSE,FALSE
1752,195806,195886,,2019-07-22T13:43:01.083Z,2019-05-17T00:00:00Z,2019-05-17T00:00:00Z,Inclusive humanitarian cash transfer for most-at-risk earthquake- and tsunami affected people,2019-07-19T00:00:00Z,Standard,f,CHF,Cash transfer programming (CTP),,commitment,2019-07-22,1,internal,single,2400,40,Swiss Solidarity,2019,"",2,104,IDN,,40,"",CBM International (formerly Christian Blind Mission),Early Recovery,Indonesia,"",2019,Primary,Swiss Solidarity,Email,2019-07-19T00:00:00.000Z,200000,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,293.009 /,"","",1.021,"","","","","",,"","","","","",NGO,2019-05-17,approved date,Incoming,,FALSE,FALSE
1752,205782,302419,,2020-02-27T14:49:41.914Z,2020-01-23T00:00:00Z,2019-10-19T00:00:00Z,Inclusive livelihood recovery for earthquake- and tsunami affected people,2020-01-23T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2020-02-27,1,internal,single,2400,40,Swiss Solidarity,2019,"",2,104,IDN,,40,"",CBM International (formerly Christian Blind Mission),Early Recovery,Indonesia,"",2019,Primary,Swiss Solidarity,Email,2020-01-23T00:00:00.000Z,300000,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,295.001,"","",0.992,"","","","","",,"","","","","",NGO,2020-01-23,reported date,Incoming,,FALSE,FALSE
1850,182927,100000,2019,2018-11-05T19:21:27.732Z,2018-10-26T00:00:00Z,"","Water, Sanitation and Hygiene,Protection,Shelter and Settlements ( USAID/OFDA)",2018-10-27T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2018-12-24,1,incoming,single,2933,39,"United States of America, Government of",2018,669,4 | 11 | 12,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,World Vision International,Emergency Shelter and NFI | Water Sanitation Hygiene | Child Protection,Indonesia,"",2018,Primary,"United States of America, Government of",Email,2018-10-27T00:00:00.000Z,,237,USA,United States,708,INDONESIA: Tsunami/Earthquake – September 2018,"FS 2, FY 2019","","",,"","","","","",,"",4342 | 4345 | 4347,Water Sanitation and Hygiene | Child Protection | Shelter,"","",NGO,2018-10-26,approved date,Incoming,Incoming,FALSE,FALSE
1850,185656,3900000,2019,2018-12-24T10:56:58.881Z,2018-12-03T00:00:00Z,"","Water, Sanitation and Hygiene,Disaster Response Funding Cable
 ( USAID/OFDA)",2018-12-12T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2019-08-14,1,incoming,single,2933,39,"United States of America, Government of",2018,"",11 | 26480,104,IDN,,39,"",World Vision International,Water Sanitation Hygiene | Coordination and support services,Indonesia,"",2018,Primary,"United States of America, Government of",Email,2019-08-13T00:00:00.000Z,,237,USA,United States,708,INDONESIA: Tsunami/Earthquake – September 2018,720FDA19GR00004,"","",,"","","","","",,"","","","","",NGO,2018-12-03,approved date,Incoming,,FALSE,FALSE
1850,187078,400000,,2019-02-08T08:10:54.620Z,2018-12-24T00:00:00Z,2018-12-24T00:00:00Z,The earthquake and tsunami affected families in the target area have improved access to livelihood recovery.,2019-02-01T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2019-02-08,1,incoming,single,6547,39,Taiwan International Cooperation and Development Fund,2018,669,6,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,World Vision International,Food Security,Indonesia,"",2018,Primary,Taiwan International Cooperation and Development Fund,FTS Web,2019-02-01T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",,"","","","","",,"",4341,Food Security and Livelihoods,"","",NGO,2018-12-24,approved date,Incoming,Incoming,FALSE,FALSE
1850,200791,481152,2018,2019-10-31T17:09:14.722Z,2018-10-06T00:00:00Z,2018-10-06T00:00:00Z,Dutch Relief Alliance allocation,2019-10-17T00:00:00Z,Standard,t,EUR,Traditional aid,200379,paid,2019-10-31,1,incoming,single,3008,39,"Netherlands, Government of",2018,669,"",104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,World Vision International,"",Indonesia,"",2018,Primary,CARE Netherlands,Email,2019-10-17T00:00:00.000Z,433037,157,NLD,Netherlands,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",0.9,"","",softly earmarked,"","",,"","","","","",NGO,2018-10-06,approved date,Incoming,Incoming,FALSE,FALSE
2054,187334,187366,2018,2019-02-16T04:25:34.648Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z,"Support to the IFRC Emergency Appeal. Assistance and support to 80.000 people for 18 months within the following main areas of interventions: shelter, livelihoods and basic needs, health, water, sanitation, WASH, protection, gender and inclusion, migration, disaster risk reduction and National Society capacity enhancement.",2019-02-15T00:00:00Z,Standard,t,DKK,Traditional aid,,commitment,2019-02-18,1,incoming,single,3776,39,"Denmark, Government of",2018,"",4 | 7 | 11 | 10,104,IDN,,39 | 40,"",Danish Red Cross,Emergency Shelter and NFI | Health | Water Sanitation Hygiene | Protection,Indonesia,"",2018 | 2019,Primary,"Denmark, Government of",From EDRIS,2019-02-15T00:00:00.000Z,1225000,61,DNK,Denmark,708,INDONESIA: Tsunami/Earthquake – September 2018,2017-12520,"","",6.538,"","",earmarked,"","",,"","","","","",Red Cross/Red Crescent,2019-02-15,reported date,Incoming,,FALSE,FALSE
2057,183345,113636,2018,2018-11-09T04:25:17.061Z,2018-11-08T00:00:00Z,2018-11-08T00:00:00Z,Aid to victims of Earthquake and Tsunami in Indonesia - Emergency Response Unit (ERU) Deployment,2018-11-08T00:00:00Z,Standard,t,EUR,Traditional aid,,commitment,2018-11-09,1,incoming,single,5295,39,"Finland, Government of",2018,"",7,104,IDN,,39,"",Finnish Red Cross,Health,Indonesia,"",2018,Primary,"Finland, Government of",From EDRIS,2018-11-08T00:00:00.000Z,100000,75,FIN,Finland,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",0.88,"","","","","",,"","","","","",Red Cross/Red Crescent,2018-11-08,reported date,Incoming,,FALSE,FALSE
2304,188287,398396,2018,2019-05-23T13:29:11.951Z,2018-10-05T00:00:00Z,2018-10-05T00:00:00Z,Sulawesi earthquake and tsunami response.,2019-03-15T00:00:00Z,Standard,t,SEK,Traditional aid,,commitment,2019-05-28,2,incoming,single,2921,39,"Sweden, Government of",2018,"",26481,104,IDN,,39,"",Islamic Relief Worldwide,Other,Indonesia,"",2018,Primary,"Sweden, Government of",From EDRIS,2019-03-15T00:00:00.000Z,3511466,216,SWE,Sweden,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",8.814,"","",earmarked,"","",,"","","","","",NGO,2018-10-05,approved date,Incoming,,FALSE,FALSE
2369,187160,537750,2019,2019-02-13T09:38:43.606Z,2018-12-20T00:00:00Z,"",Indonesia/Earthquake-2019: Logistics Support and Relief Commodities ( USAID/OFDA),2019-02-12T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2019-02-18,1,incoming,single,2933,39,"United States of America, Government of",2018,669,8,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Midwest Canvas Corporation,Logistics,Indonesia,"",2018,Primary,"United States of America, Government of",Email,2019-02-12T00:00:00.000Z,,237,USA,United States,708,INDONESIA: Tsunami/Earthquake – September 2018,7200AA19F50001,"","",,"","","","","",,"",4344,Logistics,"","",Private organization/foundation,2018-12-20,approved date,Incoming,Incoming,FALSE,FALSE
2471,197035,66534,,2019-08-20T13:57:09.263Z,2019-07-18T00:00:00Z,2018-09-30T00:00:00Z,Support for the deployment of a NZ Red Cross telecommunications and IT surge team to support Indonesian Red Cross efforts following the Sulawesi earthquake and tsunami.,2019-07-18T00:00:00Z,Standard,t,NZD,Traditional aid,,paid,2019-08-20,1,incoming,single,5369,39,"New Zealand, Government of",2018,"",5,104,IDN,,39,"",New Zealand Red Cross,Emergency Telecommunications,Indonesia,"",2018,Primary,"New Zealand, Government of",Email,2019-07-18T00:00:00.000Z,100000,160,NZL,New Zealand,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",1.503,"","",earmarked,"","",,"","","","","",Red Cross/Red Crescent,2018-09-30,disbursement date,Incoming,,FALSE,FALSE
2473,185988,1046411,,2019-01-03T13:08:10.793Z,2018-10-16T00:00:00Z,2018-10-16T00:00:00Z,Emergency assistance Indonesia earthquake. Addendum 5-2018 Indonesia earthquake,2018-10-02T00:00:00Z,Standard,t,NOK,Traditional aid,,paid,2019-01-03,1,incoming,single,2930,39,"Norway, Government of",2018,"","",104,IDN,,39,"",Norwegian Red Cross,"",Indonesia,"",2018,Primary,"Norway, Government of",Email,2018-10-02T00:00:00.000Z,8500000,167,NOR,Norway,708,INDONESIA: Tsunami/Earthquake – September 2018,QZA-18/0130-44,"","",8.123,"","","","","",,"","","","","",Red Cross/Red Crescent,2018-10-16,approved date,Incoming,,FALSE,FALSE
2473,185989,184661,,2019-01-03T13:09:11.036Z,2018-11-13T00:00:00Z,2018-11-13T00:00:00Z,Emergency assistance Indonesia earthquake. Addendum 6-2018 Indonesia,2018-10-02T00:00:00Z,Standard,t,NOK,Traditional aid,,paid,2019-01-03,1,incoming,single,2930,39,"Norway, Government of",2018,"","",104,IDN,,39,"",Norwegian Red Cross,"",Indonesia,"",2018,Primary,"Norway, Government of",Email,2018-10-02T00:00:00.000Z,1500000,167,NOR,Norway,708,INDONESIA: Tsunami/Earthquake – September 2018,QZA-18/0130-45,"","",8.123,"","","","","",,"","","","","",Red Cross/Red Crescent,2018-11-13,approved date,Incoming,,FALSE,FALSE
2477,187395,303337,,2019-02-18T16:49:21.396Z,2018-10-19T00:00:00Z,2018-10-19T00:00:00Z,"Emergency Response after Earthquake and Tsunami : Food Aid & Non Food Items









:",2019-01-21T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2019-02-18,1,internal,single,2400,39,Swiss Solidarity,2018,"",6 | 4,104,IDN,,39,"",Swiss Red Cross,Food Security | Emergency Shelter and NFI,Indonesia,"",2018,Primary,Swiss Solidarity,Email,2019-01-21T00:00:00.000Z,300000,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,290.030 / 441381,"","",0.989,"","",earmarked,"","",,"","","","","",Red Cross/Red Crescent,2018-10-19,approved date,Incoming,,FALSE,FALSE
2573,183205,443139,,2018-11-07T11:17:25.761Z,2018-10-29T00:00:00Z,2018-10-29T00:00:00Z,Distribution of Relief Items and Drinkable Water to the Earthquake and Tsunami Affected Population in Sulawesi Island,2018-11-07T00:00:00Z,Standard,t,JPY,Traditional aid,,paid,2018-11-07,1,incoming,single,4537,39,"Japan, Government of",2018,669,26479,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Peace Winds Japan,Multi-sector,Indonesia,"",2018,Primary,"Japan, Government of",Email,2018-11-07T00:00:00.000Z,49999333,112,JPN,Japan,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",112.83,"","","","","",,"","","","","",NGO,2018-10-29,approved date,Incoming,Incoming,FALSE,FALSE
2646,183112,384226,,2018-11-06T18:32:29.655Z,2018-10-31T00:00:00Z,"",SET earthquake Sulawesi (7FR-10170.01),2018-11-01T00:00:00Z,Standard,t,CHF,Traditional aid,,commitment,2018-11-06,1,incoming,single,2924,39,"Switzerland, Government of",2018,669,4,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Swiss Development Cooperation/Swiss Humanitarian Aid,Emergency Shelter and NFI,Indonesia,"",2018,Primary,"Switzerland, Government of",Email,2018-11-01T00:00:00.000Z,380000,217,CHE,Switzerland,708,INDONESIA: Tsunami/Earthquake – September 2018,7FR-10170.01,"","",0.989,"","","","","",,"","","","","",Government,2018-10-31,approved date,Incoming,Incoming,FALSE,FALSE
2646,183113,1638018,,2018-11-06T18:34:36.795Z,2018-10-31T00:00:00Z,"",Indonesien: SET Erdbeben Sulawesi September 2018 (7F-10170.01),2018-11-01T00:00:00Z,Standard,t,CHF,Traditional aid,,commitment,2018-11-06,1,incoming,single,2924,39,"Switzerland, Government of",2018,669,7,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Swiss Development Cooperation/Swiss Humanitarian Aid,Health,Indonesia,"",2018,Primary,"Switzerland, Government of",Email,2018-11-01T00:00:00.000Z,1620000,217,CHE,Switzerland,708,INDONESIA: Tsunami/Earthquake – September 2018,7F-10170.01,"","",0.989,"","","","","",,"","","","","",Government,2018-10-31,approved date,Incoming,Incoming,FALSE,FALSE
2646,183114,121335,,2018-11-06T18:38:14.355Z,2018-10-31T00:00:00Z,"",Indonesien: SET Erdbeben Sulawesi September 2018 (Z7H314300091),2018-11-01T00:00:00Z,Standard,t,CHF,Traditional aid,,commitment,2018-11-06,1,incoming,single,2924,39,"Switzerland, Government of",2018,669,7,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Swiss Development Cooperation/Swiss Humanitarian Aid,Health,Indonesia,"",2018,Primary,"Switzerland, Government of",Email,2018-11-01T00:00:00.000Z,120000,217,CHE,Switzerland,708,INDONESIA: Tsunami/Earthquake – September 2018,Z7H314300091,"","",0.989,"","","","","",,"","","","","",Government,2018-10-31,approved date,Incoming,Incoming,FALSE,FALSE
2849,180909,62696,2018,2018-10-03T04:25:48.259Z,2018-10-01T00:00:00Z,2018-10-01T00:00:00Z,"Restoration of basic services and critical infrastructure and emergency relief including access to clean water, shelter, NFIs, and protection of families and children.",2018-10-02T00:00:00Z,Standard,t,DKK,Traditional aid,,commitment,2018-10-11,1,incoming,single,3776,39,"Denmark, Government of",2018,669,3,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Save the Children,Education,Indonesia,"",2018,Primary,"Denmark, Government of",From EDRIS,2018-10-02T00:00:00.000Z,400000,61,DNK,Denmark,708,INDONESIA: Tsunami/Earthquake – September 2018,2017-12471,"","",6.38,"","","","","",,"",4346,Education,"","",NGO,2018-10-01,approved date,Incoming,Incoming,FALSE,FALSE
2849,181419,62696,2018,2018-10-11T04:25:32.798Z,2018-10-09T00:00:00Z,2018-10-09T00:00:00Z,"Humanitarian Aid, water, housing, NFIs, protection",2018-10-10T00:00:00Z,Standard,t,DKK,Traditional aid,,commitment,2018-10-11,1,incoming,single,3776,39,"Denmark, Government of",2018,"",11 | 4 | 10,104,IDN,,39,"",Save the Children,Water Sanitation Hygiene | Emergency Shelter and NFI | Protection,Indonesia,"",2018,Primary,"Denmark, Government of",From EDRIS,2018-10-10T00:00:00.000Z,400000,61,DNK,Denmark,708,INDONESIA: Tsunami/Earthquake – September 2018,2018-12471,"","",6.38,"","","","","",,"","","","","",NGO,2018-10-09,approved date,Incoming,,FALSE,FALSE
2849,185534,340368,2018,2018-12-19T04:25:48.778Z,2018-10-08T00:00:00Z,2018-10-08T00:00:00Z,"To ensure life-saving protection, psycho-social well-being and nutritional support for families and the most vulnerable children, including unaccompanied and separated children (UASC), impacted by the Sulawesi earthquake and tsunami.",2018-12-18T00:00:00Z,Standard,t,SEK,Traditional aid,,commitment,2018-12-21,1,incoming,single,2921,39,"Sweden, Government of",2018,"",7 | 9,104,IDN,,39,"",Save the Children,Health | Nutrition,Indonesia,"",2018,Primary,"Sweden, Government of",From EDRIS,2018-12-18T00:00:00.000Z,3000000,216,SWE,Sweden,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",8.814,"","","","","",,"","","","","",NGO,2018-10-08,approved date,Incoming,,FALSE,FALSE
2849,187398,294315,,2019-02-18T17:03:01.908Z,2018-10-31T00:00:00Z,2018-10-31T00:00:00Z,"Emergency Response for Children Affected by Indonesia's Sulawesi Earthquake and Tsunami: Food Aid & Non Food Items through SC Switzerland












:",2019-01-21T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2019-02-18,1,internal,single,2400,39,Swiss Solidarity,2018,669,6,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Save the Children,Food Security,Indonesia,"",2018,Primary,Swiss Solidarity,Email,2019-01-21T00:00:00.000Z,295198,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,291.001 /,"","",1.003,"","",earmarked,"","",,"",4341,Food Security and Livelihoods,"","",NGO,2018-10-31,approved date,Incoming,Incoming,FALSE,FALSE
2849,187399,294315,,2019-02-18T17:04:52.592Z,2018-10-31T00:00:00Z,2018-10-31T00:00:00Z,"Emergency Response for Children Affected by Indonesia's Sulawesi Earthquake and Tsunami: Water, Sanitation & Hygiene Promotion













:",2019-01-21T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2019-02-18,1,internal,single,2400,39,Swiss Solidarity,2018,669,11,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Save the Children,Water Sanitation Hygiene,Indonesia,"",2018,Primary,Swiss Solidarity,Email,2019-01-21T00:00:00.000Z,295198,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,291.001 /,"","",1.003,"","",earmarked,"","",,"",4342,Water Sanitation and Hygiene,"","",NGO,2018-10-31,approved date,Incoming,Incoming,FALSE,FALSE
2849,187510,113636,2018,2019-02-20T04:25:33.337Z,2018-11-14T00:00:00Z,2018-11-14T00:00:00Z,Protection and access to education for boys and girls by the earthquake and tsunami of Central Sulawesi.,2019-02-19T00:00:00Z,Standard,t,EUR,Traditional aid,,commitment,2019-02-21,1,incoming,single,5319,39,"Spain, Government of",2018,669,3,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Save the Children,Education,Indonesia,"",2018,Primary,"Spain, Government of",From EDRIS,2019-02-19T00:00:00.000Z,100000,209,ESP,Spain,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",0.88,"","",earmarked,"","",,"",4346,Education,"","",NGO,2018-11-14,approved date,Incoming,Incoming,FALSE,FALSE
2849,200789,641537,2018,2019-10-31T17:07:08.412Z,2018-10-06T00:00:00Z,2018-10-06T00:00:00Z,Dutch Relief Alliance allocation,2019-10-17T00:00:00Z,Standard,t,EUR,Traditional aid,200379,paid,2019-10-31,1,incoming,single,3008,39,"Netherlands, Government of",2018,669,"",104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Save the Children,"",Indonesia,"",2018,Primary,CARE Netherlands,Email,2019-10-17T00:00:00.000Z,577383,157,NLD,Netherlands,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",0.9,"","",softly earmarked,"","",,"","","","","",NGO,2018-10-06,approved date,Incoming,Incoming,FALSE,FALSE
