id,amountUSD,budgetYear,createdAt,date,decisionDate,description,firstReportedDate,flowType,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,source_Organization_id,source_UsageYear_id,Donor,source_UsageYear_name,destination_Plan_id,destination_Organization_id,destination_GlobalCluster_id,destination_Location_id,destination_iso3,destination_Project_id,destination_UsageYear_id,destination_Plan_name,Recipient.Organization,destination_GlobalCluster_name,Destination.Country,destination_Project_name,destination_UsageYear_name,report_type,report_organisation,report_channel,report_date,originalAmount,source_Location_id,source_iso3,source_Location_name,destination_Emergency_id,destination_Emergency_name,refCode,source_GlobalCluster_id,source_GlobalCluster_name,exchangeRate,source_Plan_id,source_Plan_name,grandBargainEarmarkingType,source_Emergency_id,source_Emergency_name,source_Project_id,source_Project_name,destination_Cluster_id,destination_Cluster_name,source_Cluster_id,source_Cluster_name,analysis_date,emergency_boundary,plan_boundary,description_search_flag,potential_overlap_flag
147723,672646,2016,2016-10-11T14:34:00Z,2016-10-07T00:00:00Z,2016-10-07T00:00:00Z,"(Haiti) Multilateral contribution to UNICEF emergency interventions in Haiti - in  water and sanitation, education and nutrition sectors - to assist approximately 10.000 people.(SM160471)",2016-10-11T14:30:34Z,Standard,t,EUR,Traditional aid,,paid,2016-12-15,1,incoming,single,3774,36,"Italy, Government of",2016,527,2915,"",96,HTI,46956,36,Haiti Flash Appeal: Hurricane Matthew 2016,United Nations Children's Fund,"",Haiti,to be allocated to specific projects,2016,Primary,United Nations Children's Fund,From EDRIS,2016-10-11T14:30:34.000Z,600000,110,ITA,Italy,639,CARIBBEAN - Hurricane Matthew - October 2016,[EDRIS:79659],"","",0.892,"","","","","",,"","","","","",2016-10-07,Incoming,Incoming,FALSE,FALSE
147793,51546,2016,2016-10-12T16:01:00Z,2016-10-12T00:00:00Z,2016-10-12T00:00:00Z,(Haiti) Humanitarian assistance (FE 2016/47),2016-10-12T16:01:00Z,Standard,t,CHF,Traditional aid,,commitment,2016-10-12,1,incoming,single,4331,36,"Liechtenstein, Government of",2016,"",4528,"",96,HTI,,36,"",MEDAIR,"",Haiti,"",2016,Primary,"Liechtenstein, Government of",Other,2016-10-12T16:01:00.000Z,50000,128,LIE,Liechtenstein,639,CARIBBEAN - Hurricane Matthew - October 2016,FE 2016/47,"","",0.97,"","","","","",,"","","","","",2016-10-12,Incoming,,FALSE,FALSE
147799,51546,2016,2016-10-12T16:18:00Z,2016-10-12T00:00:00Z,2016-10-12T00:00:00Z,(Haiti) Food assistance - PRRO 200618 (FE 2016/47),2016-10-12T16:18:00Z,Standard,t,CHF,Traditional aid,,commitment,2016-10-14,1,incoming,single,4331,36,"Liechtenstein, Government of",2016,527,3049,6,96,HTI,46984,36,Haiti Flash Appeal: Hurricane Matthew 2016,World Food Programme,Food Security,Haiti,Emergency Food and Nutrition Assistance To People Affected In Haiti By Hurricane Matthew,2016,Primary,"Liechtenstein, Government of",Other,2016-10-12T16:18:00.000Z,50000,128,LIE,Liechtenstein,639,CARIBBEAN - Hurricane Matthew - October 2016,FE 2016/47,"","",0.97,"","","","","",,"",2047,"Food Security, Nutrition and Emergency Agriculture","","",2016-10-12,Incoming,Incoming,FALSE,FALSE
147724,151445,2016,2016-10-11T14:36:00Z,2016-10-06T00:00:00Z,2016-10-06T00:00:00Z,"(Haiti) EUCP-team + TAST, UNDAC",2016-10-11T14:30:34Z,Standard,t,SEK,Traditional aid,,commitment,2016-11-16,1,incoming,single,2921,36,"Sweden, Government of",2016,"",2884,26480,96,HTI,,36,"",Swedish Civil Contingencies Agency (MSB),Coordination and support services,Haiti,"",2016,Primary,"Sweden, Government of",From EDRIS,2016-10-11T14:30:34.000Z,1300000,216,SWE,Sweden,639,CARIBBEAN - Hurricane Matthew - October 2016,[EDRIS:79661],"","",8.584,"","","","","",,"","","","","",2016-10-06,Incoming,,FALSE,FALSE
147767,23299,2016,2016-10-12T09:59:00Z,2016-10-10T00:00:00Z,2016-10-10T00:00:00Z,(Haiti) Strengthening the EUCP-team and TAST,2016-10-12T07:02:04Z,Standard,t,SEK,Traditional aid,,commitment,2016-11-16,1,incoming,single,2921,36,"Sweden, Government of",2016,"",2884,26480,96,HTI,,36,"",Swedish Civil Contingencies Agency (MSB),Coordination and support services,Haiti,"",2016,Primary,"Sweden, Government of",From EDRIS,2016-10-12T07:02:04.000Z,200000,216,SWE,Sweden,639,CARIBBEAN - Hurricane Matthew - October 2016,[EDRIS:79685],"","",8.584059,"","","","","",,"","","","","",2016-10-10,Incoming,,FALSE,FALSE
147807,10485,2016,2016-10-13T10:05:00Z,2016-10-06T00:00:00Z,2016-10-06T00:00:00Z,(Haiti) Coordination - UNDAC,2016-10-13T07:02:08Z,Standard,t,SEK,Traditional aid,,commitment,2016-11-16,1,incoming,single,2921,36,"Sweden, Government of",2016,"",2884,26480,96,HTI,,36,"",Swedish Civil Contingencies Agency (MSB),Coordination and support services,Haiti,"",2016,Primary,"Sweden, Government of",From EDRIS,2016-10-13T07:02:08.000Z,90000,216,SWE,Sweden,639,CARIBBEAN - Hurricane Matthew - October 2016,[EDRIS:79703],"","",8.583691,"","","","","",,"","","","","",2016-10-06,Incoming,,FALSE,FALSE
147803,1752577,2016,2016-10-12T17:08:00Z,2016-10-12T00:00:00Z,2016-10-12T00:00:00Z,Haiti / WASH and Shelter through SHA.,2016-10-12T17:08:00Z,Standard,t,CHF,Traditional aid,,commitment,2016-12-05,1,incoming,single,2924,36,"Switzerland, Government of",2016,"","","",96,HTI,,36,"","","",Haiti,"",2016,Primary,"Switzerland, Government of",Other,2016-10-12T17:08:00.000Z,1700000,217,CHE,Switzerland,639,CARIBBEAN - Hurricane Matthew - October 2016,"","","",0.97,"","","","","",,"","","","","",2016-10-12,Incoming,,FALSE,FALSE
147804,515464,2016,2016-10-12T17:10:00Z,2016-10-12T00:00:00Z,2016-10-12T00:00:00Z,Haiti :Emergency Food and Nutrition Assistance To People Affected In Haiti By Hurricane Matthew (7F-06817.40),2016-10-12T17:10:00Z,Standard,t,CHF,Traditional aid,,commitment,2016-11-21,1,incoming,single,2924,36,"Switzerland, Government of",2016,527,3049,6,96,HTI,46984,36,Haiti Flash Appeal: Hurricane Matthew 2016,World Food Programme,Food Security,Haiti,Emergency Food and Nutrition Assistance To People Affected In Haiti By Hurricane Matthew,2016,Primary,"Switzerland, Government of",Other,2016-10-12T17:10:00.000Z,500000,217,CHE,Switzerland,639,CARIBBEAN - Hurricane Matthew - October 2016,7F-06817.40,"","",0.97,"","","","","",,"",2047,"Food Security, Nutrition and Emergency Agriculture","","",2016-10-12,Incoming,Incoming,FALSE,FALSE
147859,19226670,2016,2016-10-14T13:01:00Z,2016-10-13T00:00:00Z,2016-10-13T00:00:00Z,"(Haiti) ( Local and Regional In-Kind Food Assistance, Logistics Support, RUSF, and Title II In-Kind Food Assistance) (USAID/FFP)",2016-10-14T13:01:00Z,Standard,t,USD,Traditional aid,,commitment,2016-11-16,1,incoming,single,2933,36,"United States of America, Government of",2016,527,3049,6,96,HTI,46984,36,Haiti Flash Appeal: Hurricane Matthew 2016,World Food Programme,Food Security,Haiti,Emergency Food and Nutrition Assistance To People Affected In Haiti By Hurricane Matthew,2016,Primary,"United States of America, Government of",Other,2016-10-14T13:01:00.000Z,,237,USA,United States,639,CARIBBEAN - Hurricane Matthew - October 2016,"","","",,"","","","","",,"",2047,"Food Security, Nutrition and Emergency Agriculture","","",2016-10-13,Incoming,Incoming,FALSE,FALSE
147860,3258530,2017,2017-02-07T14:11:22.125Z,2016-12-12T00:00:00Z,"",(Haiti) (Logistics Support and Relief Commodities) (USAID/OFDA),2016-10-14T00:00:00Z,Standard,t,USD,Traditional aid,,commitment,2017-11-21,2,incoming,single,2933,36,"United States of America, Government of",2016,527,3049,5,96,HTI,46967,36,Haiti Flash Appeal: Hurricane Matthew 2016,World Food Programme,Emergency Telecommunications,Haiti,Logistics and Telecommunications Augmentation and Coordination in Response to the Hurricane Matthew in Haiti,2016,Primary,"United States of America, Government of",Email,2017-01-06T00:00:00.000Z,,237,USA,United States,639,CARIBBEAN - Hurricane Matthew - October 2016,"","","",,"","","","","",,"",2049,Logistics and Emergency Telecommunications,"","",2016-12-12,Incoming,Incoming,FALSE,FALSE
147861,5045714,2016,2016-10-14T13:11:00Z,2016-10-13T00:00:00Z,2016-10-13T00:00:00Z,(Haiti) Airlifted Relief Commodities (USAID/OFDA),2016-10-14T13:11:00Z,Standard,t,USD,Traditional aid,,commitment,2017-11-21,1,incoming,single,2933,36,"United States of America, Government of",2016,527,3049,5,96,HTI,46967,36,Haiti Flash Appeal: Hurricane Matthew 2016,World Food Programme,Emergency Telecommunications,Haiti,Logistics and Telecommunications Augmentation and Coordination in Response to the Hurricane Matthew in Haiti,2016,Primary,"United States of America, Government of",Other,2016-10-14T13:11:00.000Z,,237,USA,United States,639,CARIBBEAN - Hurricane Matthew - October 2016,"","","",,"","","","","",,"",2049,Logistics and Emergency Telecommunications,"","",2016-10-13,Incoming,Incoming,FALSE,FALSE
147806,50000,2016,2016-10-12T18:13:00Z,2016-10-11T00:00:00Z,2016-10-11T00:00:00Z,Haiti: Emergency Assistance for Hurricane  Matthew .,2016-10-12T18:13:00Z,Standard,t,USD,Traditional aid,,commitment,2016-10-14,1,incoming,single,4330,36,"Chile, Government of",2016,"",4393,"",96,HTI,,36,"",International Federation of Red Cross and Red Crescent Societies,"",Haiti,"",2016,Primary,"Chile, Government of",Other,2016-10-12T18:13:00.000Z,,45,CHL,Chile,639,CARIBBEAN - Hurricane Matthew - October 2016,"","","",,"","","","","",,"","","","","",2016-10-11,Incoming,,FALSE,FALSE
147893,117381,2016,2016-10-17T09:29:00Z,2016-10-12T00:00:00Z,2016-10-12T00:00:00Z,"In lieu of the hurricane Matthew, Save the Children are working on securing Health measures; WASH; child  protection; education; and distribution of NFIs as well as securing food and other life necessities.  (2015-49756)",2016-10-15T07:02:02Z,Standard,t,DKK,Traditional aid,,commitment,2016-10-17,1,incoming,single,3776,36,"Denmark, Government of",2016,527,2849,"",96,HTI,46963,36,Haiti Flash Appeal: Hurricane Matthew 2016,Save the Children,"",Haiti,to be allocated to specific projects,2016,Primary,"Denmark, Government of",From EDRIS,2016-10-15T07:02:02.000Z,780000,61,DNK,Denmark,639,CARIBBEAN - Hurricane Matthew - October 2016,"2015-49756, [EDRIS:79741]","","",6.645,"","","","","",,"","","","","",2016-10-12,Incoming,Incoming,FALSE,FALSE
148044,147157,2016,2016-10-19T10:32:00Z,2016-10-14T00:00:00Z,2016-10-14T00:00:00Z,(Haiti) To save lives and alleviate suffering (CON ERFS 2016),2016-10-19T07:02:08Z,Standard,t,EUR,Traditional aid,,commitment,2016-10-19,1,incoming,single,3009,36,"Ireland, Government of",2016,"",1504,"",96,HTI,,36,"",Concern Worldwide,"",Haiti,"",2016,Primary,"Ireland, Government of",From EDRIS,2016-10-19T07:02:08.000Z,131264,107,IRL,Ireland,639,CARIBBEAN - Hurricane Matthew - October 2016,"CON ERFS 2016, [EDRIS:79819]","","",0.892,"","","","","",,"","","","","",2016-10-14,Incoming,,FALSE,FALSE
147955,60972,2016,2016-10-17T16:50:00Z,2016-10-14T00:00:00Z,2016-10-14T00:00:00Z,"(Haiti) cargo plane with 6.500 kilos of emergency supplies including kits for personal hygiene, blankets and elements (pills) for purifying more than 18 million of liters of water (to cover water needs of a population of 102.000 people for two months). cargo plane with 6.500 kilos of emergency supplies including kits for personal hygiene, blankets and elements (pills) for purifying more than 18 million of liters of water (to cover water needs of a p,6500 kgs  (Air)",2016-10-17T16:50:00Z,Standard,t,USD,Traditional aid,,paid,2016-10-19,1,incoming,single,4835,36,"Argentina, Government of",2016,"",2321,11,96,HTI,,36,"","Haiti, Government of",Water Sanitation Hygiene,Haiti,"",2016,Primary,"Argentina, Government of",Other,2016-10-17T16:50:00.000Z,,11,ARG,Argentina,639,CARIBBEAN - Hurricane Matthew - October 2016,"","","",,"","","","","",,"","","","","",2016-10-14,Incoming,,FALSE,FALSE
148041,246087,2016,2016-10-19T10:08:00Z,2016-10-12T00:00:00Z,2016-10-12T00:00:00Z,"Haiti: In kind - to provide emergency relief goods(tents, plastic sheets, water sanitizer etc.)",2016-10-19T10:08:00Z,Standard,t,JPY,Traditional aid,,commitment,2016-10-19,1,incoming,single,4537,36,"Japan, Government of",2016,"","",4,96,HTI,,36,"","",Emergency Shelter and NFI,Haiti,"",2016,Primary,"Japan, Government of",Other,2016-10-19T10:08:00.000Z,25000000,112,JPN,Japan,639,CARIBBEAN - Hurricane Matthew - October 2016,"","","",101.5901,"","","","","",,"","","","","",2016-10-12,Incoming,,FALSE,FALSE
148039,309278,2016,2016-10-18T16:53:00Z,2016-10-12T00:00:00Z,2016-10-12T00:00:00Z,Haiti : Shelter (7F-09711.01),2016-10-18T16:53:00Z,Standard,t,CHF,Traditional aid,,commitment,2016-11-21,1,incoming,single,2924,36,"Switzerland, Government of",2016,"",4393,4,96,HTI,,36,"",International Federation of Red Cross and Red Crescent Societies,Emergency Shelter and NFI,Haiti,"",2016,Primary,"Switzerland, Government of",Other,2016-10-18T16:53:00.000Z,300000,217,CHE,Switzerland,639,CARIBBEAN - Hurricane Matthew - October 2016,7F-09711.01,"","",0.97,"","","","","",,"","","","","",2016-10-12,Incoming,,FALSE,FALSE
148040,0,2016,2016-10-18T16:55:00Z,2016-10-12T00:00:00Z,2016-10-12T00:00:00Z,"Haiti : In kind - 20 employés haïtiens et suisses de la Coopération Suisse (DDC) est actuellement basée à Port-Salut pour soutenir, orienter ou mettre en œuvre ces interventions",2016-10-18T16:55:00Z,Standard,t,USD,Traditional aid,,commitment,2016-10-18,1,incoming,single,2924,36,"Switzerland, Government of",2016,"","",26480,96,HTI,,36,"","",Coordination and support services,Haiti,"",2016,Primary,"Switzerland, Government of",Other,2016-10-18T16:55:00.000Z,,217,CHE,Switzerland,639,CARIBBEAN - Hurricane Matthew - October 2016,"","","",,"","","","","",,"","","","","",2016-10-12,Incoming,,FALSE,FALSE
147979,910273,2016,2016-10-18T09:55:00Z,2016-10-12T00:00:00Z,2016-10-12T00:00:00Z,(Haiti) To provide effective response to meet immediate humanitarain needs in the wake of Hurricane Matthew in the Caribbean.  (300334),2016-10-18T07:02:07Z,Standard,t,GBP,Traditional aid,,commitment,2016-10-18,1,incoming,single,2917,36,"United Kingdom, Government of",2016,"",4395,"",96,HTI,,36,"",British Red Cross,"",Haiti,"",2016,Primary,"United Kingdom, Government of",From EDRIS,2016-10-18T07:02:07.000Z,700000,236,GBR,United Kingdom,639,CARIBBEAN - Hurricane Matthew - October 2016,"300334, [EDRIS:79784]","","",0.769,"","","","","",,"","","","","",2016-10-12,Incoming,,FALSE,FALSE
147980,3780488,2016,2016-10-18T09:56:00Z,2016-10-12T00:00:00Z,2016-10-12T00:00:00Z,To provide effective response to meet immediate humanitarain needs in the wake of Hurricane Matthew in the Caribbean. (300334) (SM160537),2016-10-18T07:02:06Z,Standard,t,GBP,Traditional aid,,paid,2016-12-15,1,incoming,single,2917,36,"United Kingdom, Government of",2016,527,2915,"",96,HTI,46956,36,Haiti Flash Appeal: Hurricane Matthew 2016,United Nations Children's Fund,"",Haiti,to be allocated to specific projects,2016,Primary,United Nations Children's Fund,From EDRIS,2016-10-18T07:02:06.000Z,3000000,236,GBR,United Kingdom,639,CARIBBEAN - Hurricane Matthew - October 2016,"300334, [EDRIS:79782]","","",0.793548,"","","","","",,"","","","","",2016-10-12,Incoming,Incoming,FALSE,FALSE
147983,260078,2016,2016-10-18T10:00:00Z,2016-10-15T00:00:00Z,2016-10-15T00:00:00Z,(Haiti) To provide effective response to meet immediate humanitarain needs in the wake of Hurricane Matthew in the Caribbean.  (300334),2016-10-18T07:02:06Z,Standard,t,GBP,Traditional aid,,commitment,2016-11-22,1,incoming,single,2917,36,"United Kingdom, Government of",2016,527,3238,10,96,HTI,46995,36,Haiti Flash Appeal: Hurricane Matthew 2016,CARE International,Protection,Haiti,Emergency Response to the Humanitarian Consequences of Hurricane Matthew,2016,Primary,"United Kingdom, Government of",From EDRIS,2016-10-18T07:02:06.000Z,200000,236,GBR,United Kingdom,639,CARIBBEAN - Hurricane Matthew - October 2016,"300334, [EDRIS:79783]","","",0.769,"","","","","",,"",2050,Protection,"","",2016-10-15,Incoming,Incoming,FALSE,FALSE
147984,585176,2016,2016-10-18T10:03:00Z,2016-10-11T00:00:00Z,2016-10-11T00:00:00Z,(Haiti) To provide effective response to meet immediate humanitarain needs in the wake of Hurricane Matthew in the Caribbean - Communication (300334),2016-10-18T07:02:06Z,Standard,t,GBP,Traditional aid,,commitment,2016-10-18,1,incoming,single,2917,36,"United Kingdom, Government of",2016,"",5230,26480,96,HTI,,36,"",Internews,Coordination and support services,Haiti,"",2016,Primary,"United Kingdom, Government of",From EDRIS,2016-10-18T07:02:06.000Z,450000,236,GBR,United Kingdom,639,CARIBBEAN - Hurricane Matthew - October 2016,"300334, [EDRIS:79780]","","",0.769,"","","","","",,"","","","","",2016-10-11,Incoming,,FALSE,FALSE
147985,26008,2016,2016-10-18T10:05:00Z,2016-10-11T00:00:00Z,2016-10-11T00:00:00Z,(Haiti) To provide effective response to meet immediate humanitarain needs in the wake of Hurricane Matthew in the Caribbean. Support to special operations (300334),2016-10-18T07:02:07Z,Standard,t,GBP,Traditional aid,,commitment,2016-10-18,1,incoming,single,2917,36,"United Kingdom, Government of",2016,"",1463,26480,96,HTI,,36,"",International Humanitarian Partnership,Coordination and support services,Haiti,"",2016,Primary,"United Kingdom, Government of",From EDRIS,2016-10-18T07:02:07.000Z,20000,236,GBR,United Kingdom,639,CARIBBEAN - Hurricane Matthew - October 2016,"300334, [EDRIS:79785]","","",0.769,"","","","","",,"","","","","",2016-10-11,Incoming,,FALSE,FALSE
147986,650195,2016,2016-10-18T10:06:00Z,2016-10-11T00:00:00Z,2016-10-11T00:00:00Z,(Haiti) To provide effective response to meet immediate humanitarain needs in the wake of Hurricane Matthew in the Caribbean.  (300334),2016-10-18T07:02:06Z,Standard,t,GBP,Traditional aid,,commitment,2016-10-18,1,incoming,single,2917,36,"United Kingdom, Government of",2016,"",3348,"",96,HTI,,36,"",ActionAid International,"",Haiti,"",2016,Primary,"United Kingdom, Government of",From EDRIS,2016-10-18T07:02:06.000Z,500000,236,GBR,United Kingdom,639,CARIBBEAN - Hurricane Matthew - October 2016,"300334, [EDRIS:79779]","","",0.769,"","","","","",,"","","","","",2016-10-11,Incoming,,FALSE,FALSE
