destination_Organization_id,id,amountUSD,budgetYear,createdAt,date,decisionDate,description,firstReportedDate,flowType,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,source_Organization_id,source_UsageYear_id,Donor,source_UsageYear_name,destination_Plan_id,destination_GlobalCluster_id,destination_Location_id,destination_iso3,destination_Project_id,destination_UsageYear_id,destination_Plan_name,Recipient.Organization,destination_GlobalCluster_name,Destination.Country,destination_Project_name,destination_UsageYear_name,report_type,report_organisation,report_channel,report_date,originalAmount,source_Location_id,source_iso3,source_Location_name,destination_Emergency_id,destination_Emergency_name,refCode,source_GlobalCluster_id,source_GlobalCluster_name,exchangeRate,source_Plan_id,source_Plan_name,grandBargainEarmarkingType,source_Emergency_id,source_Emergency_name,source_Project_id,source_Project_name,destination_Cluster_id,destination_Cluster_name,source_Cluster_id,source_Cluster_name,Recipient.Organization.Type,analysis_date,flow_date_type,emergency_boundary,plan_boundary,description_search_flag,potential_overlap_flag
"",127670,4776,2015,2015-04-21T16:31:00Z,2015-03-14T00:00:00Z,2015-03-14T00:00:00Z,Deployment of a Disaster Manager from the NZ Ministry of Civil Defence and Emergency Management to support the National Disaster Management Office of Vanuatu.,2015-04-21T16:31:00Z,Standard,t,NZD,Traditional aid,,paid,2015-04-21,1,incoming,single,5369,37,"New Zealand, Government of",2015,"",26480,241,VUT,,37,"","",Coordination and support services,Vanuatu,"",2015,Primary,"New Zealand, Government of",Other,2015-04-21T16:31:00.000Z,6600,160,NZL,New Zealand,628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",1.382,"","","","","",,"","","","","",,2015-03-14,approved date,Incoming,,FALSE,FALSE
"",127672,202605,2015,2015-04-21T16:42:00Z,2015-03-14T00:00:00Z,2015-03-14T00:00:00Z,"Replenishment of relief supplies rapidly distributed by in country NGOs. Supplies were distributed in Port Villa and Tanna by ADRA, World Vision and UNICEF.",2015-04-21T16:42:00Z,Standard,t,NZD,Traditional aid,,paid,2015-04-21,1,incoming,single,5369,37,"New Zealand, Government of",2015,"",4,241,VUT,,37,"","",Emergency Shelter and NFI,Vanuatu,"",2015,Primary,"New Zealand, Government of",Other,2015-04-21T16:42:00.000Z,280000,160,NZL,New Zealand,628,VANUATU - Tropical Cyclone Pam - March 2015,A12188,"","",1.382,"","","","","",,"","","","","",,2015-03-14,approved date,Incoming,,FALSE,FALSE
"",127675,144718,2015,2015-04-21T16:51:00Z,2015-03-14T00:00:00Z,2015-03-14T00:00:00Z,"Transport of NZ Government and NZ Red Cross supplies including generators, chainsaw packs, tarpaulins, collapsible water bottles and first aid kits",2015-04-21T16:51:00Z,Standard,t,NZD,Traditional aid,,paid,2015-04-21,1,incoming,single,5369,37,"New Zealand, Government of",2015,"",4,241,VUT,,37,"","",Emergency Shelter and NFI,Vanuatu,"",2015,Primary,"",Other,2015-04-21T16:51:00.000Z,200000,160,NZL,New Zealand,628,VANUATU - Tropical Cyclone Pam - March 2015,A12194,"","",1.382,"","","","","",,"","","","","",,2015-03-14,approved date,Incoming,,FALSE,FALSE
"",128294,770416,2015,2015-05-01T17:04:00Z,2015-04-30T00:00:00Z,2015-04-30T00:00:00Z,to leverage private sector donations of goods or skills for the recovery,2015-05-01T17:04:00Z,Standard,t,NZD,Traditional aid,,commitment,2015-05-01,1,incoming,single,5369,37,"New Zealand, Government of",2015,"",2,241,VUT,,37,"","",Early Recovery,Vanuatu,"",2015,Primary,"New Zealand, Government of",Other,2015-05-01T17:04:00.000Z,1000000,160,NZL,New Zealand,628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",1.298,"","","","","",,"","","","","",,2015-04-30,approved date,Incoming,,FALSE,FALSE
"",132415,100000,2015,2015-08-10T16:48:00Z,2015-07-16T00:00:00Z,2015-07-16T00:00:00Z,"Disaster Response Funding Cable - USAID Philippines
 (USAID/OFDA)",2015-08-10T16:48:00Z,Standard,t,USD,Traditional aid,,commitment,2015-08-10,1,incoming,single,2933,37,"United States of America, Government of",2015,"",26480,241,VUT,,37,"","",Coordination and support services,Vanuatu,"",2015,Primary,"United States of America, Government of",Other,2015-08-10T16:48:00.000Z,,237,USA,United States,628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",,"","","","","",,"","","","","",,2015-07-16,approved date,Incoming,,FALSE,FALSE
117,126312,76254,2015,2015-03-25T12:20:00Z,2015-03-17T00:00:00Z,2015-03-17T00:00:00Z,"Royal Caribbean made a donation of AUD$100,000 to the Australian Red Cross to help with aid efforts on cyclone-ravaged Vanuatu.",2015-03-25T12:20:00Z,Standard,t,USD,Traditional aid,,paid,2015-03-25,1,incoming,single,4543,37,Private (individuals & organizations),2015,"","",241,VUT,,37,"",Australian Red Cross,"",Vanuatu,"",2015,Primary,Private (individuals & organizations),Other,2015-03-25T12:20:00.000Z,,"","","",628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",,"","","","","",,"","","","","",Red Cross/Red Crescent,2015-03-17,approved date,Incoming,,FALSE,FALSE
1864,126303,24738,2015,2015-03-25T11:30:00Z,2015-03-20T00:00:00Z,2015-03-20T00:00:00Z,"Toyota Motor Corporation contributed 3 million yen as a donation for the Vanuatu cyclone Pam, through an international a Japanese NGO.",2015-03-25T11:30:00Z,Standard,t,JPY,Traditional aid,,commitment,2015-03-25,1,incoming,single,4543,37,Private (individuals & organizations),2015,"",26480,241,VUT,,37,"",Japan Emergency NGO,Coordination and support services,Vanuatu,"",2015,Primary,Private (individuals & organizations),Other,2015-03-25T11:30:00.000Z,3000000,"","","",628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",121.2709,"","","","","",,"","","","","",NGO,2015-03-20,approved date,Incoming,,FALSE,FALSE
2054,132003,105247,2015,2015-07-28T10:43:00Z,2015-03-24T00:00:00Z,2015-03-24T00:00:00Z,"Support to IFRC's efforts in Vanuatu. Shelter, Water and sanitation (2014-32208)",2015-07-28T09:01:26Z,Standard,t,DKK,Traditional aid,,commitment,2015-07-28,1,incoming,single,3776,37,"Denmark, Government of",2015,"",4,241,VUT,,37,"",Danish Red Cross,Emergency Shelter and NFI,Vanuatu,"",2015,Primary,"Denmark, Government of",From EDRIS,2015-07-28T09:01:26.000Z,700000,61,DNK,Denmark,628,VANUATU - Tropical Cyclone Pam - March 2015,"2014-32208, [EDRIS:72244]","","",6.651,"","","","","",,"","","","","",Red Cross/Red Crescent,2015-03-24,approved date,Incoming,,FALSE,FALSE
2058,125887,500000,2015,2015-03-17T15:09:00Z,2015-03-17T00:00:00Z,2015-03-17T00:00:00Z,To support WASH activities,2015-03-17T15:09:00Z,Standard,t,USD,Traditional aid,,commitment,2015-08-10,1,incoming,single,2933,37,"United States of America, Government of",2015,483,11,241,VUT,41323,37,Humanitarian Action Plan/ERP for Vanuatu,French Red Cross,Water Sanitation Hygiene,Vanuatu,WASH Assistance to Tropical Cyclone PAM affected Populations in Vanuatu,2015,Primary,"United States of America, Government of",Other,2015-03-17T15:09:00.000Z,,237,USA,United States,628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",,"","","","","",,"",1971,"Water, Sanitation and Hygiene","","",Red Cross/Red Crescent,2015-03-17,approved date,Incoming,Incoming,FALSE,FALSE
2058,127414,146262,2015,2015-04-16T09:35:00Z,2015-04-14T00:00:00Z,2015-04-14T00:00:00Z,Small-scale/epid. / Providing Emergency Assistance to People Affected by Cyclone PAM in Vanuatu (ECHO/DRF/BUD/2015/91006),2015-04-16T11:01:24Z,Standard,t,EUR,Traditional aid,152860,commitment,2015-04-16,1,incoming,single,8523,37,European Commission's Humanitarian Aid and Civil Protection Department,2015,"","",241,VUT,,37,"",French Red Cross,"",Vanuatu,"",2015,Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2015-04-16T11:01:24.000Z,135000,"","","",628,VANUATU - Tropical Cyclone Pam - March 2015,"ECHO/DRF/BUD/2015/91006, [EDRIS:-31849]","","",0.923,"","","","","",,"","","","","",Red Cross/Red Crescent,2015-04-14,approved date,Incoming,,FALSE,FALSE
2471,126569,20000,2015,2015-03-31T15:36:00Z,2015-03-30T00:00:00Z,2015-03-30T00:00:00Z,"The Western Union Foundation together with two of Western Union Agents in New Zealand pledged a grant of US$20,000 to the New Zealand Red Cross to support the organization's immediate response activities in these islands. Moreover, under the Western Union Foundation Business Partner Giving program, the Foundation will provide a dollar-for-dollar match of qualifying contributions from its employees to NGOs providing disaster relief support in the impacted region.",2015-03-31T15:36:00Z,Standard,t,USD,Traditional aid,,paid,2015-03-31,1,incoming,single,2105,37,Western Union Foundation,2015,"","",241,VUT,,37,"",New Zealand Red Cross,"",Vanuatu,"",2015,Primary,Western Union Foundation,Other,2015-03-31T15:36:00.000Z,,"","","",628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",,"","","","","",,"","","","","",Red Cross/Red Crescent,2015-03-30,approved date,Incoming,,FALSE,FALSE
2609,126570,97300,2015,2017-09-04T14:24:54.169Z,2015-03-30T00:00:00Z,2015-03-30T00:00:00Z,"The team behind the invention of Flow Hive has raised $97,300 to assist their emergency efforts in Vanuatu and has donated the amount to Oxfam Australia",2015-03-31T00:00:00Z,Standard,t,USD,Traditional aid,,paid,2017-09-04,2,incoming,single,4543,37,Private (individuals & organizations),2015,"","",241,VUT,,37,"",OXFAM Australia,"",Vanuatu,"",2015,Primary,Office for the Coordination of Humanitarian Affairs,Email,2017-09-04T00:00:00.000Z,,"","","",628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",,"","","","","",,"","","","","",NGO,2015-03-30,approved date,Incoming,,FALSE,FALSE
2849,126056,1122334,2015,2015-03-19T14:26:00Z,2015-03-10T00:00:00Z,2015-03-10T00:00:00Z,"DIPECHO / YUMI REDI - Everyone is prepared - Disaster preparedness  and Coordination [Consortium led by Save the Children with Oxfam, CARE and the French Red Cross] (ECHO/-XA/BUD/2015/91006)",2015-03-19T15:06:05Z,Standard,t,EUR,Traditional aid,152854,commitment,2015-09-21,1,incoming,single,8523,37,European Commission's Humanitarian Aid and Civil Protection Department,2015,"",26480,241,VUT,,37,"",Save the Children,Coordination and support services,Vanuatu,"",2015,Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2015-03-19T15:06:05.000Z,1000000,"","","",628,VANUATU - Tropical Cyclone Pam - March 2015,"ECHO/-XA/BUD/2015/91006, [EDRIS:-30748]","","",0.891,"","","","","",,"","","","","",NGO,2015-03-10,approved date,Incoming,,FALSE,FALSE
2849,126304,114068,2015,2015-03-25T11:33:00Z,2015-03-17T00:00:00Z,2015-03-17T00:00:00Z,"Carnival Australia's CEO Ann Sherry pledged A$150,000 as an immediate contribution to cyclone ravaged Vanuatu, with an immediate focus is to work with Save the Children to deliver urgently needed help on the ground in places where villages have been wiped out.",2015-03-25T11:33:00Z,Standard,t,AUD,Traditional aid,,paid,2015-03-25,1,incoming,single,4543,37,Private (individuals & organizations),2015,483,4,241,VUT,41317,37,Humanitarian Action Plan/ERP for Vanuatu,Save the Children,Emergency Shelter and NFI,Vanuatu,Emergency Shelter Relief for the Cyclone Affected Population in Vanuatu,2015,Primary,Private (individuals & organizations),Other,2015-03-25T11:33:00.000Z,150000,"","","",628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",1.315005,"","","","","",,"",1975,Shelter,"","",NGO,2015-03-17,approved date,Incoming,Incoming,FALSE,FALSE
2849,126308,74963,2015,2015-03-25T12:11:00Z,2015-03-13T00:00:00Z,2015-03-13T00:00:00Z,WASH Assistance to Tropical Cyclone PAM affected Populations in Vanuatu (through GlaxoSmithKline),2015-03-25T12:11:00Z,Standard,t,GBP,Traditional aid,,paid,2015-03-25,1,incoming,single,4543,37,Private (individuals & organizations),2015,483,11,241,VUT,41326,37,Humanitarian Action Plan/ERP for Vanuatu,Save the Children,Water Sanitation Hygiene,Vanuatu,WASH Assistance to Tropical Cyclone PAM affected Populations in Vanuatu,2015,Primary,Private (individuals & organizations),Other,2015-03-25T12:11:00.000Z,50000,"","","",628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",0.666996,"","","","","",,"",1971,"Water, Sanitation and Hygiene","","",NGO,2015-03-13,approved date,Incoming,Incoming,FALSE,FALSE
2849,126270,783085,2015,2015-03-25T10:10:00Z,2015-03-23T00:00:00Z,2015-03-23T00:00:00Z,Emergency Food Relief and Livelihoods Recovery for the Cyclone Affected Population in Vanuatu,2015-03-25T10:10:00Z,Standard,t,AUD,Traditional aid,,commitment,2015-03-25,1,incoming,single,4391,37,"Australia, Government of",2015,483,6,241,VUT,41304,37,Humanitarian Action Plan/ERP for Vanuatu,Save the Children,Food Security,Vanuatu,Emergency Food Relief and Livelihoods Recovery for the Cyclone Affected Population in Vanuatu,2015,Primary,"Australia, Government of",Other,2015-03-25T10:10:00.000Z,1000000,14,AUS,Australia,628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",1.277,"","","","","",,"",1972,Food Security and Agriculture,"","",NGO,2015-03-23,approved date,Incoming,Incoming,FALSE,FALSE
2849,126283,45106,2015,2015-03-25T10:41:00Z,2015-03-14T00:00:00Z,2015-03-14T00:00:00Z,"Emergency assistance to children and families affected by cyclone Pam, Vanuatu (46.H.7-4-147)",2015-03-25T15:01:25Z,Standard,t,DKK,Traditional aid,,commitment,2015-03-25,1,incoming,single,3776,37,"Denmark, Government of",2015,483,3,241,VUT,41296,37,Humanitarian Action Plan/ERP for Vanuatu,Save the Children,Education,Vanuatu,Restoration of access to education opportunities for affected children,2015,Primary,"Denmark, Government of",From EDRIS,2015-03-25T15:01:25.000Z,300000,61,DNK,Denmark,628,VANUATU - Tropical Cyclone Pam - March 2015,"46.H.7-4-147, [EDRIS:69942]","","",6.651,"","","","","",,"",1976,Education,"","",NGO,2015-03-14,approved date,Incoming,Incoming,FALSE,FALSE
2884,126244,51469,2015,2015-03-24T12:20:00Z,2015-03-20T00:00:00Z,2015-03-20T00:00:00Z,"Secondment of Recovery Advisors, Debris Management to UNDP",2015-03-24T16:07:21Z,Standard,t,SEK,Traditional aid,,commitment,2015-03-24,1,incoming,single,2921,37,"Sweden, Government of",2015,"",26480,241,VUT,,37,"",Swedish Civil Contingencies Agency (MSB),Coordination and support services,Vanuatu,"",2015,Primary,"Sweden, Government of",From EDRIS,2015-03-24T16:07:21.000Z,430590,216,SWE,Sweden,628,VANUATU - Tropical Cyclone Pam - March 2015,[EDRIS:69880],"","",8.366,"","","","","",,"","","","","",Government,2015-03-20,approved date,Incoming,,FALSE,FALSE
2884,126245,129496,2015,2015-03-24T12:21:00Z,2015-03-20T00:00:00Z,2015-03-20T00:00:00Z,Secondment of Shelter and Settlements Recovery Advisor to UNHABITAT,2015-03-24T16:07:21Z,Standard,t,SEK,Traditional aid,,commitment,2015-03-24,1,incoming,single,2921,37,"Sweden, Government of",2015,"",26480,241,VUT,,37,"",Swedish Civil Contingencies Agency (MSB),Coordination and support services,Vanuatu,"",2015,Primary,"Sweden, Government of",From EDRIS,2015-03-24T16:07:21.000Z,1083360,216,SWE,Sweden,628,VANUATU - Tropical Cyclone Pam - March 2015,[EDRIS:69879],"","",8.366,"","","","","",,"","","","","",Government,2015-03-20,approved date,Incoming,,FALSE,FALSE
2884,126282,179297,2015,2015-03-25T10:40:00Z,2015-03-18T00:00:00Z,2015-03-18T00:00:00Z,UNDAC IHP Light ICT Modules,2015-03-25T15:01:25Z,Standard,t,SEK,Traditional aid,,commitment,2015-03-25,1,incoming,single,2921,37,"Sweden, Government of",2015,"",26480,241,VUT,,37,"",Swedish Civil Contingencies Agency (MSB),Coordination and support services,Vanuatu,"",2015,Primary,"Sweden, Government of",From EDRIS,2015-03-25T15:01:25.000Z,1500000,216,SWE,Sweden,628,VANUATU - Tropical Cyclone Pam - March 2015,[EDRIS:69939],"","",8.366,"","","","","",,"","","","","",Government,2015-03-18,approved date,Incoming,,FALSE,FALSE
2884,127083,193641,2015,2015-04-10T11:35:00Z,2015-04-02T00:00:00Z,2015-04-02T00:00:00Z,Secondment of 2 Logistics Officers,2015-04-10T15:00:08Z,Standard,t,SEK,Traditional aid,,commitment,2017-11-21,1,incoming,single,2921,37,"Sweden, Government of",2015,"",8,241,VUT,,37,"",Swedish Civil Contingencies Agency (MSB),Logistics,Vanuatu,"",2015,Primary,"Sweden, Government of",From EDRIS,2015-04-10T15:00:08.000Z,1620000,216,SWE,Sweden,628,VANUATU - Tropical Cyclone Pam - March 2015,[EDRIS:70225],"","",8.366,"","","","","",,"","","","","",Government,2015-04-02,approved date,Incoming,,FALSE,FALSE
2884,127084,152015,2015,2015-04-10T11:37:00Z,2015-04-02T00:00:00Z,2015-04-02T00:00:00Z,Disaster Waste Management,2015-04-10T15:00:08Z,Standard,t,SEK,Traditional aid,,commitment,2015-04-10,1,incoming,single,2921,37,"Sweden, Government of",2015,"",11,241,VUT,,37,"",Swedish Civil Contingencies Agency (MSB),Water Sanitation Hygiene,Vanuatu,"",2015,Primary,"Sweden, Government of",From EDRIS,2015-04-10T15:00:08.000Z,1271760,216,SWE,Sweden,628,VANUATU - Tropical Cyclone Pam - March 2015,[EDRIS:70224],"","",8.366,"","","","","",,"","","","","",Government,2015-04-02,approved date,Incoming,,FALSE,FALSE
2915,126212,380228,2015,2015-03-23T13:55:00Z,2015-03-23T00:00:00Z,2015-03-23T00:00:00Z,Emergency maternal and newborn health support for Tropical Cyclone Pam affected areas,2015-03-23T13:55:00Z,Standard,t,AUD,Traditional aid,,paid,2015-04-20,1,incoming,single,4391,37,"Australia, Government of",2015,483,7,241,VUT,41312,37,Humanitarian Action Plan/ERP for Vanuatu,United Nations Children's Fund,Health,Vanuatu,Emergency and essential maternal and newborn health support for Tropical Cyclone Pam affected areas,2015,Primary,"Australia, Government of",Other,2015-03-23T13:55:00.000Z,500000,14,AUS,Australia,628,VANUATU - Tropical Cyclone Pam - March 2015,"","","",1.315,"","","","","",,"",1973,Health and Nutrition,"","",UN agency,2015-03-23,approved date,Incoming,Incoming,FALSE,FALSE
2915,126522,413421,2015,2015-03-31T09:58:00Z,2015-03-30T00:00:00Z,2015-03-30T00:00:00Z,Education and Protection support to affected children in Vanuatu,2015-03-31T08:01:08Z,Standard,f,USD,Traditional aid,,paid,2015-04-21,1,internal,single,4762,37,Central Emergency Response Fund,2015,483,3,241,VUT,41297,37,Humanitarian Action Plan/ERP for Vanuatu,United Nations Children's Fund,Education,Vanuatu,Restoration of access to education opportunities for affected children,2015,Primary,United Nations Children's Fund,From CERF,2015-03-31T08:01:08.000Z,,"","","",628,VANUATU - Tropical Cyclone Pam - March 2015,1153:15-RR-CEF-041:vut-15/e/78694/124,"","",,"","",unearmarked,"","",,"",1976,Education,"","",UN agency,2015-03-30,approved date,Incoming,Incoming,FALSE,FALSE
2915,126525,276736,2015,2015-03-31T10:02:00Z,2015-03-30T00:00:00Z,2015-03-30T00:00:00Z,Emergency health and nutrition support for cyclone PAM affected areas,2015-03-31T08:01:08Z,Standard,f,USD,Traditional aid,,paid,2015-04-21,1,internal,single,4762,37,Central Emergency Response Fund,2015,483,7,241,VUT,41312,37,Humanitarian Action Plan/ERP for Vanuatu,United Nations Children's Fund,Health,Vanuatu,Emergency and essential maternal and newborn health support for Tropical Cyclone Pam affected areas,2015,Primary,Central Emergency Response Fund,From CERF,2015-03-31T08:01:08.000Z,,"","","",628,VANUATU - Tropical Cyclone Pam - March 2015,1148:15-RR-CEF-040:vut-15/h/78710/124,"","",,"","",unearmarked,"","",,"",1973,Health and Nutrition,"","",UN agency,2015-03-30,approved date,Incoming,Incoming,FALSE,FALSE
